symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
LEBBEYK,Lebbeyk,lebbeyk,"Rüyada lebbeyk demek, yardıma, zafere, refaha, sürura ve günahların affına delâlet eder. Rüyada hac mevsiminde lebbeyk diyerek telbiye getirdiğini görmek, düşmanlara galip gelmeye delâlet eder. Bazı kere de lebbeyk demek, emanete riayeti olan, dindar ve yanma bırakılan emanetleri sahiplerine iade eden iyi bir kimseye alâmettir.",329,1,2
LEBLEBİ,Leblebi̇,leblebi̇,"Bir kimsenin rüyada lablebi yediğini veya çarşıdan leblebi aldığını görmesi, kedere ve üzüntüye işarettir.",106,1,2
LEHİMCİ,Lehi̇mci̇,lehi̇mci̇,"Kişinin rüyada lehimci görmesi, halin iyiliğine, hastaların şifa bulmalarına ve kırık şeyleri tamir etmeye işarettir. Bazı kere de bu rüya, kadına, savaş meydanına veya hastalığa delâlet eder.",192,1,2
LEKE,Leke,leke,"Rüyada kendi elbisesi üzerinde leke görmek, üzüntü ve kedere, ümitsizliğe, korku ve şiddete delâlet eder.",105,1,2
LENGER (Gemi direği),LENGER (Gemi direği),lenger,"Rüyada gemi direği görmek, selamet, temkin ve sebat ile tâbir olunur. Rüyada bir gemi direği satın aldığını görmek, selamet, izzet, kuvvet ve şerefe delâlet eder.",162,1,2
LEOPAR,Leopar,leopar,"Rüyada leopar görmek, insafı ve merhameti olmayan, tuttuğunu koparan düşman ile tâbir olunur. Bazı kere de bu rüya, rüya sahibinin güç ve kuvvetine ve yüksek makama delâlet eder.",178,1,2
LEVH-İ MAHFUZ,Levh-İ Mahfuz,levh-i̇ mahfuz,"Bir kimsenin rüyada Levh-i Mahfuz'u görmesi, müjdeye, afiyete, hidayete, ilim, hikmet ve mala delâlet eder. Levh-i Mahfuz'u görmek, emanet, sır, mal, korku ve şiddetten emin olmaya da delâlet eder. Cafer-i Sâdık (r’a.) demiştir ki: Rüyada Levh-i Mahfuz'u görmek, beş şekilde tâbir olunur: a) Riyaset, b) Evlat, c) Hidayet, d) İlim, f) Nüfuz... Rüyada kudret kaleminin Levh-i Mahfuz üzerine yazdığını görmek, hayır ve berekete delâlet eder. Kudret kalemini tam ve sağlam olarak görmek, feyz ve berekete nail olmağa, felah ve saadete delâlet eder. Bir kimsenin rüyada ismini Levh-i Mahfuz'da yazılı görmesi, ömrünün tamam olduğuna ve ecelinin geldiğine işarettir. İnsanın Levh-i Mahfuz'da yazılı olduğunu gördüğü şey aynen zuhur eder. Sıkıntı ve mihnet içinde bulunan kimsenin Levh-i Mahfuz'u görmesi, müjdeye, sıkıntının gitmesine, hastanın şifa bulmasına ve afiyetine delâlet eder. Zira Levh-i Mahfuz bütün noksanlıklardan münezzeh, Allah Teâlâ'nın onda yazdığı sırları koruyan ve Nazargâh-ı İlâhîyle mahfuzdur. Nablusî (rh.a.) demiştir ki: Rüyada Levh-i Mahfuz'u görmek, ehil ve erbabı için ilim ve mala delâlet eder. Levh-i Mahfuz'u görmek, emanet, sır, mal ve bunlardan başka şeylerin koruyucusuna bazan da korku ve şiddetten emin olmaya alâmettir. Rüyada Hazret-i Musa'ya inzal edilen levhaları görmek, şahitlere ve kendilerine uyulmakla hidayete erişilen imamlara işarettir. Bazı kere de bu rüya, vaiz ve nasihata delâlet eder. Takva sahibi, ibadet ehli, ilim irfan erbabı için rüyada Levh-i Mahfuz'u görmek, bütün kötülüklerden korunmaya, Cenab-ı Hakk'ın yardımı ile keşfe ve açıklamalarına delâlet eder. Rüyada yazı tahtası görmek, zevceye, çocuğa ve kendisine tohum ekilen tarlaya işarettir. Bazı kere de bu rüya, korkudan emin olmaya ve talebeler için ilim tahsiline delâlet eder. Bir kimsenin rüyada âlim, fazıl ve irfan ehli birinden ve Müslümanların önderlerinden levha aldığını görmesi, devlet, nimet, ilim ve fıkha delâlet eder ve o muradının incisine kavuşur. Rüyada demirden levha görmek, sıkıntı erişmeyen, kuvvetli ve belâlardan mahfuz âlim bir çocuk ile tâbir olunur. O demir levha cilâlı ve parlak olursa, o çocuk dünyada arzu ettiği her şeye nail olur. Eğer levha paslı, kirli, pis ise, çocuk devlet ve izzete erişemez. Hamile kadının rüyada levha görmesi, doğacak çocuğun erkek olacağına işarettir.",2320,1,2
LEVHA,Levha,levha,"Rüyada, üzerinde âyet veya hadis-i şerif yazılı bir levha görmek, iyiliğe, nasihat ve sakmdırmaya ve Allah Teâlâ'ya itaata delâlet eder. Üzerinde bayağı ve kötü şeyler yazılı levha görmek, bunun zıddı.",201,1,2
LEYL,Leyl,leyl,"Bir kimsenin rüyada Sûre-i Leyl'i veya ondan bir âyeti okuduğunu veya kendi üzerine okunduğunu görmesi ve de bir başkasından işitmesi, geceleri ibadetle geçirmeye ve Rabbi kerimine çok ibadette bulunmakla şereflenmeye, insanlara iyilik etmeye delâlet eder. İbn-i Kesir demiştir ki: Rüya sahibinin rızkı az olur, gece gündüz ibadetle şereflenir ve şehid olarak vefat eder. Yine bu sûreyi rüyada okuduğunu görmek, afat ve belâdan emin olmaya işarettir.",450,1,2
LEYLEK,Leylek,leylek,"Kişinin rüyada leylek görmesi, toplantı ve ortaklığı seven ve o arzuda bulunan birtakım adamlara delâlet eder. Cafer-i Sâdık hazketleri demiştir ki: Rüyada leylek görmek, dört türlü tâbir edilir: a) Çiftçi, c) Küçük ve zayıf bir melik, b) Bekçi, c) Garip ve fakir adam... Rüyada evinin damına bir leyleğin konduğunu görmek, şöhret ve şanı büyük bir kimsenin misafir olacağına delâlet eder. Bazı kere de leylek, uzaktaki bir dostun gelmesine işarettir. Rüyada leyleklerin dağınık halde olduklarını görmek, seferde olanlar için hayır ve iyiliktir. Rüyada bir leyleği öldürdüğünü görmek, amansız bir düşmanı kahretmeye işarettir. Rüyada bir leylek tutup evine götürdüğünü görmek, asil ve nesebi güzel bir kadınla evlenmeye delâlet eder.",733,1,2
LEĞEN,Leğen,leğen,"Rüyada kalaylanmış parlak bir leğen görmek, genç kızlar ve bekâr erkekler için evlenmeye delâlet eder. Cafer-i Sâdık (r.a.) demiştir ki: Rüyada leğen görmek, zevceye ve sadık hizmetçiye delâlet eder. Rüyada malik olduğu leğenin delindiğini, kırıldığını, zayi olduğunu görmek, hizmetçinin vefatına veya evden tamamen ayrılmasına delâlet eder. Yine leğen görmek, tas gibi tâbir edilmiştir. Rüyada altından bir leğen görmek, gücünün yetmeyeceği kadar kendisinden para isteyen güzel bir kadına delâlet eder. Billurdan leğen görmek, rüya sahibinin kendisinden pek hoşlanacağı, hür bir kadına işarettir. Leğen, izzet, rütbe, rızık, menfaat ve mala da delâlet eder.",658,1,2
LEŞ,Leş,leş,"Rüyada leş görmek ve onun kokusundan rahatsız olmak, nice düşmanların size diş bilediğine işarettir.",100,1,2
LOHUSA,Lohusa,lohusa,"Rüyada nifas görmek, üzüntü keder ve sıkıntıdan kurtuluşa delâlet eder. Bir kimsenin rüyada kendisinden tıpkı kadınlar gibi nifas kanı çıktığını görmesi, bir işe ve işin başına geçeceğine delâlet eder. Rüyada kadının nifas hastalığına müptela olduğunu ve ondan kurtulamadığını görmesi, hayır değildir.",301,1,2
LOKANTA,Lokanta,lokanta,"Rüyada bir lokantada yemek yediğini görmek, rızka ve menfaata delâlet eder.",75,1,2
LOKMA,Lokma,lokma,"Rüyada bir yerden lokma aldığını ve yediğini görmek, rızık ve kısmete, başka bir kimseye lokma verdiğini görmek, insanları faydalandırmaya ve iyilik etmeye işarettir.",166,1,2
LOKMAN,Lokman,lokman,"Rüyada Sûre-i Lokman'ı veya ondan bir parçayı okuduğunu veya üzerine okunduğunu görmek, Allah Teâlâ'nın ona kitabı ve hikmeti öğretmesine ve onu halis itikadla rızıklandırmasına delâlet eder. ibn-i Sîrîn demiştir ki: O kişi âlim, âbid ve hâkim olur.",249,1,2
LOKOMOTİF,Lokomoti̇f,lokomoti̇f,"Rüyada tren lokomotifini görmek, bir habere veya yolculuğa delâlet eder. Lokomotifi kendisinin kullandığını görmek, bahtının açıklığını ve geniş rızka delâlet eder.",164,1,2
LOKUM,Lokum,lokum,"Rüyada lokum yediğini veya kendisine lokum hediye edildiğini görmek, huzurlu ve sıhhatli bir hayata ve ağız tadına delâlet eder. Lokum ayrıca rızıktır ve bal gibi tâbir edilir.",176,1,2
LÂ HAVLE VELÂ KUVVETE,Lâ Havle Velâ Kuvvete,lâ havle velâ kuvvete,"Rüyada bu mübarek kelimeyi söylediğini ve çok çok tekrarladığını görmek, Allahu Teâlâ'yı büyük tanımaya ve Allah'ın zikrine delâlet eder. Bazı kere de bu rüya, rüya sahibinin bu kelimeyi söylemesini icab ettirecek şeyle korkutmaya işarettir. Hani insan bir şeye öfkelenince hemen ""Lâ havle velâ kuvvete"" der ya. İşte bu, Allah'ın kudretine sığınmaktır.",352,1,2
LÂ İLAHE İLLALLAH,Lâ İlahe İllallah,lâ i̇lahe i̇llallah,"Rüyada çok çok kelime-i tevhid okuduğunu görmek, iman kuvvetine, dinde salâha, takva ve vera-ya delâlet eder. Yine bu rüya, maddî ve manevî rızka, berekete ve hayıra işarettir.",176,1,2
LÂLE,Lâle,lâle,"Rüyada yeni açmış bir lâle görmek, sevindirici biı habere işarettir.",68,1,2
LÛT,Lût,lût,"Bir kimsenin rüyada Lût (a.s.)'ı görmesi, düşmanı üzerine galip gelmesine ve düşmanının Allahu Teâlâ'nın gazabına uğramasına ve helâkma delâlet eder. Yine Hazret-i Lût'u görmek, insanın zevcesi tarafında çekeceği sıkıntı ve üzüntülere delâlet eder. Çünkü onun zevcesi ona sıkıntı ve üzüntü kaynağı olmuştu. Lût (a.s.)'ı görmek, eğer onun kavminin kötü fiillerini işleyen bir kimse ise, mahv ve helak olmaya ve yere batmaya alâmettir. Rüyada Lût (a.s.)'ın zevcesini bir kadının görmesi, kendi efendisine itaatsizliğe delâlet eder. Rüyada bütün insanların Lût (a.s.)'ın zevcesini görmeleri, o beldedeki kadınların fesadına ve fitnesine delâlet eder.",647,1,2
LÜFER,Lüfer,lüfer,"Kişinin rüyada lüfer balığı görmesi veya denizden tutması, rızka, nimete, bahtın açıklığına ve geçimin kolaylığına delâlet eder.",128,1,2
LİF,Li̇f,li̇f,"Kadın ve erkeğin rüyada lif görmesi, elbiseye delâlet eder. Bazı kere de lif, ağır bir mala işarettir.",102,1,2
LİMON,Li̇mon,li̇mon,"Rüyada limon ağacı görmek, fena huylu, katı yürekli, sohbeti tatsız, asık suratlı ve hayırsız bir kimseye delâlet eder. Rüyada sarı limon görmek ve onu yemek, mala işarettir. Yeşil limon, sarısından daha hayırlıdır. Limon ağacı görmek, insanlara faydalı bir adam ile de tâbir olunur. Çünkü limonda hastalara şifa vardır. Denilmiştir ki: Rüyada limon ağacı görmek, zengin ve hayır yapmakla meşhur ve fikirleri düzgün olmayan bir kadına delâlet eder.",448,1,2
LİMONATA,Li̇monata,li̇monata,"Bir kimsenin rüyada tatlı bir lomanata içtiğini görmesi, müjdeli ve hayırlı bir habere delâlet eder.",100,1,2
LİSAN,Li̇san,li̇san,"Rüyada hiç bilmediği ve anlamadığı bir dille konuştuğunu görmek, uzak bir yere yolculuğa delâlet eder. Medh ve zemmedilmekten lisanının aciz kaldığını görmek, mahkemesi olan kişi için delil getirmekten aciz kalmaya ve düşmanına mağlup olmaya delâlet eder. Eğer mahkemesi yok ise, bu kere de fakirlikten dolayı halka yük olmaya işarettir. Rüyada lisanından hayır döküldüğünü ve Rabbini zikrettiğini görmek ise, izzet ve şerefe ve hayırlı rızka delâlet eder.",456,1,2
MAAŞ,Maaş,maaş,"Rüyada çalıştığınızın kar.şılığı olarak maaş aldığınızı görmeniz, helal rızka ve menfaata delâlet eder.",103,1,2
MABET,Mabet,mabet,"Rüyada ulu bir mâbed görmek, kendi dininin mabedi ise hayır ve berekete delâlet eder. Yine mabed rüyası, şeref, izzet, sıhhat ve afiyete ve dinde salâha delâlet eder.",166,1,2
MACUN,Macun,macun,"Kişinin rüyada macun görmesi, hastalıktan şifa bulmaya ve neslinin çokluğuna işarettir. Ot, çiçek, yemiş ve hububattan çıkarılan yağların tâbiri de böyledir. Rüyada bir kimsenin kendisine macun verdiğini görmek, onun vesilesiyle afiyet bulmaya delâlet eder.",257,1,2
MAHFE,Mahfe,mahfe,"Bir kimsenin rüyada mahfe görmesi, yolculuğa ve bir yerden diğer bir mekana nakletmeye işarettir. Bazı kere de mahfe görmek, kadri yüce bir kadın ile tâbir olunur.",163,1,2
MAHKEME,Mahkeme,mahkeme,"Rüyada Mahkeme huzurunda hesap verdiğini ve hesabını tas tamam yaparak kurtulduğunu görmek, bütün sıkıntılardan kurtulmaya, sürür ve feraha delâlet eder. Ceza mahkemelerini görmek, üzüntü, sıkıntı ve meşakkata işarettir.",220,1,2
MAHKEME KATİBİ,Mahkeme Kati̇bi̇,mahkeme kati̇bi̇,"Rüyada mahkeme katibini görmek, insana aniden hücum eden hilekar bir kimse ile tâbir olunur. Yine mahkeme katibi, üzüntü, şiddet ve cezaya işarettir.",149,1,2
MAHLEB,Mahleb,mahleb,"Rüyada mahleb görmek veya yemek, güzelliği övmeye işarettir. Mahleb almak, koklamak, ona malik olmak, hayır ve berekete delâlet eder. Mahleb sattığını görmek iyi değildir. İnsanın güzel şöhretinin zayiine işaret sayılır. (Mahleb, Salebe benzeyen güzel kokulu bir köktür ve ondan yapılan yiyecektir.)",299,1,2
MAHMIL,Mahmil,mahmil,"Rüyada deve üzerine konan mahmili görmek, ayrılığa ve kadına delâlet eder. Yine rüyada, hacıların bindiği mahmili görmek, ferahlık ve sevince, hacca ve müjdeye delâlet eder.",173,1,2
MAHMUZ,Mahmuz,mahmuz,"Bir kimsenin rüyada mahmuz görmesi, izzet, şeref ve rütbe ile tâbir olunur. Rüyada ayağında mahmuz olduğunu görmek, şeref ve şana işarettir. Mahmuzun zayi olduğunu veya kırıldığını görmek, şan ve şereften noksanlığa delâlet eder.",229,1,2
MAHYA,Mahya,mahya,"Rüyada mahya görmek, izzet, ikbâl, hayır ve berekete işarettir. Mahya ile Lâ ilahe illallah yazıldığını görmek, Al-lahü Teâlâ'yı birlemeye ve zikre delâlet eder.",161,1,2
MAHZEN,Mahzen,mahzen,"Yer altında olan mahzeni rüyada görmek, çocuğuna terbiye veren anneye delâlet eder. Çünkü çocuğun ana rahmindeki kuvvet ve rızkı, rüya sahibinin tükeninceye kadar yiyeceği mahzende saklı olan eşyası gibidir. Bu sebeple rüyada yıkılıp yok olduğunu veya kapanmış olduğunu görmek, eğer rüya sahibinin hasta annesi varsa, o kadının ölümüne delâlet eder. Rüyada mahzen içindeki yemeğin ve yiyeceklerin çöp veya toprak olduğunu görmek, hububat ve yiyeceklerin fiatının düşeceğine işarettir. Şimdi zamlar sel gibi akıyor, bunun rüyasını bile görmek, ne güzel... Fakir bir kimsenin rüyada mahzenin yiyecek ve hububatla dolu olduğunu görmesi, hanımın hamileliğine delâlet eder. Rüyada, mahzende depolanmış yiyecek ve hububat üzerine âteş düştüğünü görmek, o gibi şeylerde kıtlık ve sıkıntı meydana geleceğine delâlet eder. Rüyada hasta bir kimsenin bilmediği bir mahzen veya çukura düştüğünü görmesi, onun ölümü demektir. Gemide ise, boğulur. Mahzende hurma, şeker veya tatlı gıdaların depo edildiğini görmek, hububat ve yiyecek şeylerin fiyatlarının yükselmesine alâmettir.",1065,1,2
MAIDE,Maide,maide,"Bir kimsenin rüyada Mâide Sûresi'ni veya ondan bir parçayı okuduğunu yahut kendi üzerine okunduğunu görmesi, iyilik etmeye, yemek yedirmeye hayırlı ve güzel işleri sevmeye delâlet eder. Yine bu sûreyi okumak, güzel itikada, ibadet ve huşu sahibi olmaya; yüce şana, kuvvetli îmana, takvaya ve Allahu Teâlâ indinde duaların kabul olmasına delâlet eder. Ibn-i Sîrîn demiştir ki: Kim rüyada Mâide Sûresi'ni okuduğunu veya üzerine okunduğunu görürse, kavmi arasında aziz ve mükerrem olur. Câfer-i Sâdık hazretleri şöyle der: O kişi dininde kavi olur ve muradına erer.",562,1,2
MAKAS,Makas,makas,"Kişinin rüyada makas görmesi, bollaşmasına ve murada ermeye delâlet eder. malın ziyadeleşmeşine, rızkın Rüyada makasla saç veya yün kırktığını görmek, çok mala ve o malı biriktirmeye işarettir. Yine makas görmek, mal taksim eden kimse ile de tâbir olunur. Rüyada kendisine gökten bir makas indiğini görmek, ömrün bittiğine ve ölüme delâlet eder. Cafer-i Sâdık (r.a) demiştir ki: Rüyada makas görmek, üç şekilde tâbir olunur: a) Taksim edici bir kimse, b) İyi bir dost, c) İnsanlar arasında fitneye kapı açan biri... Kirmani demiştir ki: Rüyada kendisine bir makas verildiğini görmek, elinde her nesi varsa onun bir misli artmasına delâlet eder. Makasın kırıldığını veya kırık bir makas görmek, bunun tam zıttı. O takdirde eldeki malın elden çıkmasına işarettir. Rüyada makas ile bir şey kestiğini görmek, murada ermeye ve sürura delâlet eder. Yine rüyada kendi saçını, tırnağını veya elbisesini makasla kestiğini görmek, hayır ve menfaata delâlet eder. Mahkemesi olan bir kimsenin rüyada elindeki makasla bir şey kesemediğini görmesi davayı kaybetmeye işarettir. Makas rüyası her halükârda hayır ile tabir olunur. Rüyada elinde makas olduğunu görmek,.akrabanın, dostların, çocukların, hizmetçilerin ve her şeyin çoğalmasına alâmettir.",1234,1,2
MAKBUZ,Makbuz,makbuz,"Rüyada hayır işleri için para toplanan makbuzu görmek, iyilik ve hayra, sadakaya, helâl kazanca delâlet eder.",109,1,2
MAL,Mal,mal,"Rüyada bir yerde gömülü mal, yani hazine görmek, ilme ve menfaata delâlet eder. Çok çok mala sahip ve malik olduğunu görmek, üzüntü ve keder ile tâbir olunur. Çünkü mal insanı meşgul eder ve çok kere de ahireti unutturur.",221,1,2
MALA,Mala,mala,Sıvacıların kullandıkları bu aleti görmek istikbalin ve işlerin iyi olacağına delâlet eder.,91,1,2
MANASTIR,Manastir,manastir,"Bir kimsenin rüyada manastır görmesi, güzel ahlaka, uzlete çekilmeye, yalnızlığa, nefsani ve şehevî arzuları kesmeye delâlet eder. Hasta kimsenin rüyada manastır görmesi, ölüm ile tâbir olunur. Veya o hasta dünya zevklerinden mahrum kalır. Rüyada bir manastıra amir olmak veya manastır yaptırmak, rütbeye, kadir ve kıyamete delâlet eder. Bazı kere de manastır görmek, devlet başkanına, reise ve şan şöhretli bir kimseye delâlet eder. Rüyada manastır görmek, tabirce, aynen kilise gibi tâbir edilir. Kilise babına bakınız. •",523,1,2
MANAV,Manav,manav,"Rüyada manav görmek, zahmet ve meşakketle rızkını kazanan kimseye delâlet eder.",79,1,2
MANCINIK,Mancinik,mancinik,"Rüyada mancınık görmek, iftira etmeye ve uzunca söylenen bir söze işarettir. Mancınık rüyası, hile, masum ve mazlumlara yardım, kâfirler için de helak ile tâbir olunur. Rüyada mancınık taşı görmek, elçiye delâlet eder. Rüyada mancınık ile taş attığını görmek, kahretmek ve hile yapmaya alâmettir. Bazı kere de mancınık rüyası, alimlere ve namuslu kadınlara iftira etmeye işarettir.",381,1,2
MANCINIK TAŞI,Mancinik Taşi,mancinik taşi,"Rüyada kuvvetini tecrübe için mancınık taşını kaldırdığını görmek, şecaatli ve kuvvetli bir kimse ile muaraza etmeye işarettir. Rüyada bir kadının kendine taş attığını görmek, kadınların hile ve sihirlerine delâlet eder. Bir dağın tepesinden taş atıldığını görmek, o yerde çıkacak fitne ve fesada işarettir.",307,1,2
MANDA,Manda,manda,"Kişinin rüyada manda görmesi, bit'at sahibi ve takatinin fevkinde halkın eziyetine tahammül eden ve hiç kimseden korkusu olmayan heybetli ve şecaatli bir adama işarettir. Kadının rüyada manda boynuzu gibi boynuzu olduğunu görmesi velayete nâliyete işarettir. Eğer bekar ve ehil ise devlet reisinin yakınları ile evlenir. Yine rüyada manda görmek, heybetli, hileli söz sözleyen, kara ve denizde çok çok sefer eden, haris ve düşman üzerine saldıran bir kimseye delâlet eder. Bazı kere de manda rüyası, kendisinde hayır ve menfaat olmakla beraber zahmet çekmeye, çalışmaya ve darlığa işarettir. Çünkü mandalar en zahmetli işlerde kullanılır.",638,1,2
MANDAL,Mandal,mandal,"Rüyada mandal görmek, kilit gibi tâbir edilir. Kilit, hazırlık, delil ve kuvvettir. Rüyada kapıyı arkadan mandal ladığını görmek, zafere, kuvvete ve emniyete işarettir.",168,1,2
MANDALİNA,Mandali̇na,mandali̇na,"Rüyada mandalina görmek, limon gibidir.",39,1,2
MANDIRA,Mandira,mandira,"Rüyada mandıra ve ağıl görmek, ehil kimse için memuriyete delâlet eder. İçinde koyunların bulunduğu ağıl görmek, rızka, menfaata ve berekete delâlet eder.",154,1,2
MANGAL,Mangal,mangal,"Rüyada bir mangal satın aldığını görmek, ele geçecek mal ile tâbir olunur. Mangal rüyası, malı muhafaza eden sandık ve kasa gibi şeylere de işarettir. Rüyada mangalı zayi ettiğini veya kırdığını görmek, zarar ve ziyana delâlet eder.",232,1,2
MANGIR,Mangir,mangir,"Rüyada elinde para tuttuğunu veya birinden para aldığını görmek, ticaret işleriyle uğraşmaya delâlet eder. Yolda veya bir yerde gümüş ve altın para bulmak, gümüşün ve altının delâlet ettiği şey gibidir.",202,1,2
MANİFATURACI,Mani̇faturaci,mani̇faturaci,"Manifaturacı rüyası, insanlar arasında güzel, hoş sanatları ve çokça iyiliği olan bir kimseye delâlet eder. Rüyada sattığı şey karşılığında para almak, yapılan amelin riya ile yapıldığına ve bunların sevabını mahvedecek kötü bir söz söy lemeye delâlet eder. Rüyada herhangi bir şeyi tartmak, rüşvete ve ödenmesi zarurî olan şeye delâlet eder. Bazı kere de manifaturacı görmek, rızka, fakirlikten sonra zenginliğe, bekâr için evlenmeye delâlet eder.",448,1,2
MARANGOZ,Marangoz,marangoz,"Bir kimsenin rüyada marangoz görmesi, halkı terbiye eden adam ile tâbir olunur. Zira marangoz ağaçları yontar, onlara şekiller verir ve işe yarar hale getirir. Yine marangoz rüyası, münafıkları men etmek vacip olan şeylerle onları susturmak ile de tabir edilir. Gemi inşa eden marangoz, yolculuğa, kanalların marangozu, menfaat ve faydaya ve emlaktan kâr ve ticaret görmeye, su değirmeni marangozu, şer ve düşmanlıklara alamettir. Rüyada kilit ve kapı marangozu görmek, zevce ve çocuklara, çiftlik marangozu, çiftçilik yapmaya işarettir. Rüyada kendisini marangoz olmuş görmek, geniş rızka, menfaat ve mala delâlet eder.",620,1,2
MARAZ,Maraz,maraz,"Kişinin rüyada kendisini hasta görmesi, nifaka, dinde noksanlığa, üzüntü ve kedere delâlet eder.",96,1,2
MARAŞAL,Maraşal,maraşal,"Rüyada elbiseleri içinde bir maraşal görmek, kuvvet ve kudrete, istikbalin parlaklığına ve bahtın açıklığına delâlet eder.",122,1,2
MARMELAT,Marmelat,marmelat,"Bir kimsenin rüyada marmelat yediğini görmesi, zor ve çetin işlerin yoluna gireceğine ve rızka delâlet eder.",108,1,2
MARSAMA,Marsama,marsama,"Bu bir bitki türüdür. Rüyada bunu görmek, daimi olan bir ferahlık, sevinç ve devlete delâlet eder. Yine bu rüya, zevce ve çocuklara da işarettir. Rüyada bu bitkiyi kökü ile beraber görmek, fevkalade güzel ve hayırlıdır.",219,1,2
MARTI,Marti,marti,"Rüyada martı görmek, servet sahibi, cömert, kerim bir kimseye delâlet eder. Bazı kere de martı görmek, zengin, güzel ve iffetli bir kadına alâmettir. Rüyada bekâr bir adamın bir martı tutup evine getirdiğini görmesi, zengin ve güzel bir hanımla evlenmeye delâlet eder. Bir kimsenin kendisine martı hediye ettiğini görmek, o zattan gelecek hayır ve menfaata işarettir. Martı eti yediğini görmek, haram mala, tüyü v.s. az bir nimete delâlet eder.",444,1,2
MARUL,Marul,marul,"Rüyada pazardan marul aldığını görmek, temiz rızka, marul yemek, sıhhat ve afiyete delâlet eder.",96,1,2
MASA,Masa,masa,"Rüyada üzeri yemeklerle dolu masa görmek, zenginliğe, rızka, sürür ve feraha delâlet eder. Boş masa görmek, işlerin durgunluğuna ve ihtiyaçlara işarettir. Üzeri dinî ve ilmî kitaplarla dolu masa görmek, şerefe, izzete, ilme ve hayırla yadedilmeye işarettir.",257,1,2
MASAL,Masal,masal,"Rüyada bir kimseden aslı astarı olmayan masal dinlediğini görmek, yalan haber işitmeye delâlet eder.",100,1,2
MASARACI (Meyve veya hububatı sıkıp suyunu çıkaran),MASARACI (Meyve veya hububatı sıkıp suyunu çıkaran),masaraci,"Rüyada böyle bir kimseyi görmek, zikr-i cemil ve hayrı çok bir adama delâlet eder. Ibn-i Sîrîn hazretleri demiştir ki: Rüyada meyvelerden veya hububattan bir şey sıkıp yağ çıkardığını görmek, mühim işle vazifelenmeye ve insanlar arasında hayır ve ihsan ile anılmaya delâlet eder. Ebu Saidü'l-Vaâz demiştir ki: Rüyada susam sıktığını ve yağ çıkardığını görmek, uluvv-i mertebeye işarettir. Rüyada zeytin sıktığını görmek, hayır ve menfaata, selâmet ve afiyete delâlet eder. Rüyada ceviz, badem gibi şeylerden yağ çıkardığını görmek, zahmet ve meşakkatle para kazanmaya işarettir. Çünkü cevizden yağ çıkarmak zahmetli bir iştir.",626,1,2
MASURA,Masura,masura,"Rüyada masura görmek, mal, menfaat ve rızka delâlet eder.",57,1,2
MATKAP,Matkap,matkap,"Bir kimsenin rüyada matkap görmesi, çok hilebaz ve sert konuşan adama işarettir. Bazı kere de matkap görmek, ihtiyaçları gidermeye ve maksatlara yardım etmeye alâmettir. Yine matkap rüyası: Çok yolculuk yapmaya, kuyuları kazmaya ve hayvanların erkeğine delâlet eder.",266,1,2
MAUN,Maun,maun,"Rüyada Maun Sûresi'ni veya ondan bir âyeti okuduğunu veya kendi üzerine okunduğunu görmek, komşuları ve arkadaşları menfaatlendirmeye ve herkesi razı kılmaya delâlet eder. Ibn-i Sîrîn demiştir ki: O kimse namazı ara sıra ve vakitsiz olarak kılar, itikadı zayıf olur.",266,1,2
MAYDANOZ,Maydanoz,maydanoz,"Rüyada maydanoz görmek, her zamanda ve her suretle hayra delâlet eder. Sararmış ve solmuş maydanoz görmek, hafif bir hastalık ile tabir olunur. Pişmiş maydanoz yediğini görmek, sıhhat ve bedenin afiyetine, hasta için şifa bulmaya delâlet eder. Rüyada çiğ maydanoz yediğini görmek, bir kadından hayır ve menfaat görmeğe işarettir. Ancak küfran ile mukabele edeceğinden bu hayrın devamı az bir zaman içindir.",406,1,2
MAYIS BÖCEĞİ,Mayis Böceği̇,mayis böceği̇,"Nablusî demiştir ki: Rüyada görülen mayıs böceği, gazaplık ve çoluk çocuğunun nafakasını sıkan kimsedir. Rüyada mayıs böceğinin erkeğini görmek, şerli hizmetçiye, dişisi de lohusa kadının ölümüne delâlet eder. Yine mayıs böceği görmek, hayırsız ve inatçı bir kadın ile tabir olunur. Bu sebeple rüyada mayıs böceğine rast geldiğini görmek, inatçı bir kadınla karşılaşmaya işarettir. Bazı kere de rüyada mayıs böceği görmek, haram mal sahibi bir düşmana delâlet eder.",465,1,2
